anime_id,anime,rating
7605,Parasol Henbei,6.54
21679,"Saikin, Imouto no Yousu ga Chotto Okashiinda ga. OVA",6.54
12611,Sengoku Collection,6.54
17345,Senran Kagura Specials,6.54
9799,Shin-Men,6.54
10849,Shinryaku! Ika Musume: Ika Ice Tabena-ika?,6.54
15453,Shinryaku! Ika Musume: Kore ga Umi e no Ai Jana-ika!,6.54
1816,Sonic X,6.54
4801,Suhoyojeong Michel,6.54
2428,Tanpen Unico: Kuroi Kumo to Shiroi Hane,6.54
18063,Tiger Mask Fuku Men League Sen,6.54
8949,Tottoko Hamtarou OVA 2: Hamuchanzu no Takara Sagashi Daisaku - Hamuha! Suteki na Umi no Natsuyasumi,6.54
22537,Yami Shibai 2nd Season,6.54
3778,Yuukan Club,6.54
2534,Angelique,6.53
1598,Casshern: Robot Hunter,6.53
3114,Chiisana Kyojin Microman,6.53
10319,Chou Dendou Robo Tetsujin 28-gou FX,6.53
2064,Gall Force: Chikyuu Shou,6.53
17651,Genei wo Kakeru Taiyou,6.53
2687,Gokuu no Daibouken,6.53
5131,Groizer X,6.53
7083,Hakushaku to Yousei Specials,6.53
4511,Hoero! Bun Bun,6.53
4800,Huckleberry Finn Monogatari,6.53
1083,Human Crossing,6.53
31338,Hundred,6.53
3546,Kochira Katsushikaku Kameari Kouenmae Hashutsujo,6.53
10207,Lily to Kaeru to (Otouto),6.53
576,Magikano,6.53
2277,Mahou Yuugi 2D,6.53
3875,Mahoutsukai Sally 2,6.53
4388,Mazinger Z tai Dr. Hell,6.53
3147,Me gumi no Daigo: Kajiba no Baka Yarou,6.53
20033,Miss Monochrome: The Animation,6.53
16331,Next A-Class,6.53
33102,Nijiiro Days: Houkago Special,6.54
2063,Rhea Gall Force,6.53
3444,The Ultraman,6.53
18061,Tiger Mask (Movie),6.53
5272,Tondemo Nezumi Daikatsuyaku,6.53
30196,Tsubasa to Hotaru (2015),6.53
5917,Tsuru ni Notte: Tomoko no Bouken,6.53
3691,Watashi to Watashi: Futari no Lotte,6.53
2806,Yadamon,6.53
4085,Yonimo Osoroshii Grimm Douwa,6.53
7659,Aisubeki Mirai e,6.52
9737,Appleseed XIII,6.52
1270,Black Magic M-66,6.52
5539,Blassreiter: Navi,6.52
5353,Chameleon,6.52
2564,Code-E,6.52
1221,Demashita! Powerpuff Girls Z,6.52
28205,Fastening Days,6.52
2572,Fushigi no Kuni no Alice,6.52
9390,Ginga Hyouryuu Vifam: Keito no Kioku - Namida no Dakkai Sakusen,6.52
1905,Harukanaru Toki no Naka de: Hachiyou Shou Specials,6.52
4756,Hello Harinezumi: Satsui no Ryoubun,6.52
359,I&#039;ll/CKBC,6.52
13137,Itsuka Tenma no Kuro Usagi Special,6.52
22049,Just Awake,6.52
32412,Kigyou Senshi Arslan,6.51
7571,Kita e.: Diamond Dust Drops Special,6.52
3323,Kite Liberator,6.52
7547,Komadori Eiga: Komaneko,6.52
23831,Mahou Shoujo Madoka°ÔMagica Movie 3: Hangyaku no Monogatari - Magica Quartet x Nisioisin,6.52
5265,Mega Man,6.52
30291,Mini Hama: Minimum Hamatora,6.53
2302,Mobile Suit SD Gundam Mk I,6.52
16690,My Life,6.52
10547,Oretachi ni Tsubasa wa Nai: Hadairo Ritsu Kyuuwari Zou!?,6.52
215,Pia Carrot e Youkoso!! 2 DX,6.52
5845,Pokemon: Pikachu no Natsumatsuri,6.52
10924,Queen&#039;s Blade OVA,6.52
13153,Renkyori Enai,6.52
3399,Rokushin Gattai GodMars,6.52
1999,Sakura Taisen: Sumire,6.52
3755,Sekai Meisaku Douwa: Oyayubi Hime,6.52
12337,Soukou Kihei Votoms Recaps,6.52
14333,Tanken Driland,6.52
31894,The iDOLM@STER Million Live! &quot;Dreaming!&quot; Animation PV,6.52
7279,TO,6.52
1624,To Heart 2 Special,6.52
9344,Torajima no Miime,6.52
7626,Umi no Triton (1979),6.52
6743,Utawarerumono OVA Picture Drama,6.52
4099,Wolf Daddy,6.52
17010,Yasashii March: The Tender March,6.52
1107,Youjuu Toshi,6.52
14693,Yurumates 3D Plus,6.52
15219,.hack//Versus: The Thanatos Report,6.51
17325,Ajin Senshi,6.51
5848,Cinnamon the Movie,6.51
1333,Fushigi na Koala Blinky,6.51
17147,Gakkatsu! 2nd Season,6.51
31561,Gangsta. Recap,6.51
28913,Hidamari Sketch x 365 Recap,6.51
5956,High School! Kimengumi (Movie),6.51
17813,Kyoto Animation: Megane-hen,6.51
22113,Kyoukaisenjou no Horizon Specials,6.51
1918,Mahou Shoujo Pretty Sammy,6.51
5466,Mahoutsukai Tai! vs. Shamanic Princess,6.51
34239,Mutsugo to Ouma no Monogatari,6.47
2621,Natsu e no Tobira,6.51
13283,One Off,6.5
2267,Red Garden: Dead Girls,6.51
2168,Sakura Taisen: New York,6.51
988,Shinshaku Sengoku Eiyuu Densetsu: Sanada Juu Yuushi The Animation,6.51
2099,Silent Mobius: The Motion Picture,6.51
32684,Suki na Mono wa Suki Dakara Shou ga Nai!!: Onsen ni Ikou!,6.51
10342,Tetsuwan Atom: Uchuu no Yuusha,6.51
8553,Time Bokan Series: Time Patroltai Otasukeman,6.51
33934,Trigger-chan,6.51
6919,X-Men,6.51
3417,Yawaraka Sangokushi Tsukisase!! Ryofuko-chan,6.51
31128,Arslan Senki (TV): Dakkan no Yaiba,6.5
19973,Ashita no Joe Pilots,6.5
3131,Ashita Tenki ni Naare,6.5
3166,Ayakashi,6.5
6096,Bad Boys,6.5
5337,Bakugan Battle Brawlers: New Vestroia,6.5
18669,Black Jack: Karte NG Extras,6.5
3007,Bronze: Kouji Nanjo Cathexis,6.5
769,Burn Up! W,6.5
21677,Captain Earth,6.5
6970,Choujin Sentai Baratack,6.5
2256,Choujuu Kishin Dancougar: Ushinawareta Monotachi e no Requiem,6.5
833,Choujuushin Gravion,6.5
31530,Classroom°ÓCrisis Special,6.5
10528,Duel Masters Cross Shock,6.5
14889,Ebiten: Kouritsu Ebisugawa Koukou Tenmonbu OVA,6.5
21167,Escha &amp; Logy no Atelier: Tasogare no Sora no Renkinjutsushi,6.5
1361,Final Fantasy: The Spirits Within,6.5
10262,Gag Manga Biyori: Jump Festa 2002 Special,6.5
19367,Galilei Donna,6.5
30895,HaruChika: Haruta to Chika wa Seishun suru,6.5
28915,Hidamari Sketch x °Ó°Ó°Ó Recap,6.5
2601,Juusenki L-Gaim III: Full Metal Soldier,6.5
23697,Kara no Kyoukai: Manner Movies,6.49
20971,Kiniro no Corda: Blue?Sky,6.5
2303,Mobile Suit SD Gundam Mk II,6.5
18845,Ninja Hattori-kun (2012),6.5
31223,Phantasy Star Online 2 The Animation,6.5
3201,Pure-tou no Nakama-tachi,6.5
11859,Queen&#039;s Blade: Rebellion,6.5
559,RahXephon Interlude: Her and Herself/Thatness and Thereness,6.5
2698,Sanctuary,6.5
1217,Seikimatsu°ÔDarling,6.5
22361,Shichinin no Nana: Oshougatsu Da yo! 7 x 7 = 49-nin no Nana?,6.51
9403,Shin Mashin Eiyuuden Wataru Majinzan,6.5
1048,The SoulTaker: Tamashii-gari,6.5
4475,Toshi wo Totta Wani,6.5
3905,Wanpaku Ouji no Orochi Taiji,6.5
4537,Yagami-kun no Katei no Jijou,6.5
2464,Yoshinaga-san&#039;chi no Gargoyle Specials,6.5
6148,Yurumates,6.5
6682,11eyes,6.49
1295,A-Ko The Versus,6.49
23583,Akage no Anne Specials,6.49
14373,Arata naru Sekai: World&#039;s/Start/Load/End,6.49
9166,Attack No.1: Namida no Sekai Senshuken,6.49
3132,Boukensha: The Man Was from Spain,6.49
4418,Catman Series II,6.49
17020,D.C.III: Da Capo III Special,6.49
3202,Daisuki! Hello Kitty,6.49
1753,Di Gi Charat: Kuchi Kara Bazooka,6.49
2647,Dorami-chan: Mini-Dora SOS!!!,6.49
5088,Fabre-sensei wa Meitantei,6.49
909,Geneshaft,6.49
1158,Geobreeders: File-X Chibi Neko Dakkan,6.49
8450,Guskou Budori no Denki,6.49
31630,"Gyakuten Saiban: Sono &quot;Shinjitsu&quot;, Igi Ari!",6.49
1851,Haou Daikei Ryuu Knight: Adeu Legend Final,6.49
1193,Happy Seven: The TV Manga,6.49
1884,Himesama Goyoujin,6.49
3285,Himitsu no Akko-chan,6.49
9824,Jigokudou Reikai Tsuushin,6.49
2293,Kyoushoku Soukou Guyver,6.49
3932,Magnerobo Ga-Keen,6.49
2046,Mahou no Tenshi Creamy Mami: Long Goodbye,6.49
3356,Mahoutsukai Sally,6.49
5386,Miyamoto Musashi: Souken ni Haseru Yume,6.49
4617,Nana Toshi Monogatari: Hokkyokukai Sensen,6.49
33038,Nuwa Chengzhang Riji,6.49
2550,Onboro Film,6.49
5056,Penguin Musume?Heart Special,6.49
21703,Pokemon XY: New Year Special,6.49
14935,Pokemon: Utae Meloetta - Rinka no Mi wo Sagase!,6.49
24935,Recorder to Randoseru Mi°Ó Special,6.49
10013,Shouwa Monogatari (Movie),6.49
6251,Sketchbook: Full Color&#039;s Picture Drama,6.49
1662,Space Fantasia 2001 Nights,6.49
30246,Space°ÓDandy 2nd Season Picture Drama,6.49
19953,Zetsumetsu Kigu Shoujo: Amazing Twins,6.49
27405,Zou no Senaka: Tabidatsu Hi,6.49
1734,Ajimu: Kaigan Monogatari,6.48
4667,B-Densetsu! Battle Bedaman Enkon,6.48
4070,Black Jack: Dr. Pinoko no Mori no Bouken,6.48
13169,Buta,6.48
69,Cluster Edge,6.48
31967,Dog Days&#039;&#039;: Gravure Talk,6.48
7816,Dr. Slump Movie 06: Arale-chan N-cha! Penguin Mura wa Hare Nochi Hare,6.48
8145,Gegege no Kitarou: Nippon Bakuretsu,6.48
21575,Ghost in the Shell: Arise - Logicoma Specials,6.48
1849,Haou Taikei Ryuu Knight: Adeu Legend,6.48
5600,Little El Cid no Bouken,6.48
1428,Lupin III: Secret File,6.48
3676,Machine Robo: Revenge of Chronos,6.48
4113,Mahou no Mako-chan,6.48
6277,Manga Nippon Mukashibanashi (1976),6.48
6130,Marie &amp; Gali,6.48
3619,Nanako SOS,6.48
2085,NG Knight Ramune &amp; 40 EX: Biku Biku Triangle Ai no Arashi Daisakusen,6.48
2052,Nozomi Witches,6.48
4459,Ojarumaru,6.48
3065,Ozanari Dungeon: Kaze no Tou,6.48
30679,Queen&#039;s Blade: Grimoire,6.48
24763,Robot Girls Z Specials,6.48
2153,Saint Beast: Kouin Jojishi Tenshi Tan,6.48
8745,Seikima II Humane Society: Jinrui Ai ni Michita Shakai,6.48
15119,Senran Kagura,6.48
28603,Shakugan no Shana: Naze Nani Shana! Nandemo Shitsumonbako! Special,6.48
16415,Sousei no Aquarion Special,6.48
1903,Stratos 4: Logbook,6.48
8026,Super Street Fighter IV,6.48
6397,Tentou Mushi no Uta,6.48
2631,The°ÓDoraemons: Goal! Goal! Goal!!,6.48
12361,Track City,6.48
1460,Uchuu no Kishi Tekkaman Blade II,6.48
20965,Wonder Garden,6.48
3011,Yotsunoha,6.48
1346,AD Police,6.47
15607,Ai no Wakakusa Monogatari Specials,6.47
32023,Bubuki Buranki,6.47
8547,Dr. Slump Movie 05: Arale-chan Hoyoyo! Yume no Miyako Mechapolis,6.47
9121,Heroman Specials,6.47
825,King of Fighters: Another Day,6.47
3061,Kishin Heidan,6.47
15093,Koihime?Musou OVA Omake,6.47
1262,Macross II: Lovers Again,6.47
3482,Madonna,6.47
3880,Makyou Densetsu Acrobunch,6.47
3884,Maze°ÓBakunetsu Jikuu: Hot Springs,6.47
8743,Memory (ONA),6.47
7079,Ookamikakushi,6.47
20907,Ookii 1 Nensei to Chiisana 2 Nensei,6.47
31168,Pokemon XY: Odemashi Ko Majin Hoopa,6.47
23309,Rail Wars!,6.47
5223,Robotan (1986),6.47
8373,Shin Mitsubachi Maya no Bouken,6.47
1443,Sol Bianca,6.47
32993,Sore ga Seiyuu!: Petit Uchiage,6.47
1671,Soreyuke! Uchuu Senkan Yamamoto Yohko II,6.47
27629,Tantei Kageki Milky Holmes TD,6.47
3977,To Heart Omake,6.47
30166,Wangpai Yushi Di 0 Ji,6.47
184,Xenosaga The Animation,6.47
3704,Zenryoku Usagi,6.47
8194,Akuma-kun,6.46
31883,Bakuon!! OVA,6.46
32670,Battle Spirits: Double Drive,6.46
31683,Danchigai Special,6.46
7667,Dr. Slump Movie 03: Arale-chan Hoyoyo! Sekai Isshuu Dai Race,6.46
1314,DT Eightron,6.46
3101,F-Zero: Falcon Densetsu,6.46
5292,Getter Robo Go,6.46
5900,Jean Valjean Monogatari,6.46
17785,Jungle wa Itsumo Hare nochi Guu: Eizou Tokuten - Maboroshi no Pilot Film,6.46
1883,Kappa no Kaikata,6.46
9014,Kuttsukiboshi,6.46
887,Megami Kouhosei Special Curriculum,6.46
9990,Midori-ko,6.46
864,Mobile Suit Gundam Seed MSV Astray,6.46
10802,MonHun Nikki Girigiri Airou Mura G,6.46
30842,Nekota no Koto ga Kininatte Shikatanai. (ONA),6.46
2233,Ocha-ken: Chokotto Monogatari,6.46
1867,Oira Uchuu no Tankoufu,6.46
10219,Oniichan no Koto nanka Zenzen Suki ja Nai n da kara ne!! Special,6.46
3913,Onikirimaru,6.46
6303,Perman,6.46
610,Popotan,6.46
3474,Push,6.46
6674,Reporter Blues,6.46
17777,"Saikin, Imouto no Yousu ga Chotto Okashiinda ga.",6.46
1444,Sol Bianca: Taiyou no Fune,6.46
16099,Sword Art Online: Sword Art Offline,6.46
3472,Tenrankai no E,6.46
51,Tenshi Kinryouku,6.46
10306,Umi Monogatari: Kanon to Iku Amamikoshima,6.46
4521,Watt Poe to Bokura no Ohanashi,6.46
2008,Yawara! Sore Yuke Koshinuke Kids!!,6.46
4044,Youkai Ningen Bem,6.46
6075,Ai no Wakakusa Yama Monogatari,6.45
6107,Aru Hibi no CLAMP Gakuen Tanteidan,6.45
29998,Asobi ni Iku yo!: Asobi ni Oide - Owari,6.45
9163,Attack No.1 (1970),6.45
722,Baby°ÓLove,6.45
8278,Biohazard 4: Incubate,6.45
5829,Blocker Gundan IV Machine Blaster,6.45
2127,Chouja Raideen,6.45
13955,Dennou Coil Recaps,6.45
21495,Denpa Kyoushi,6.45
7718,Denshinbashira Elemi no Koi,6.45
28673,Duan Nao,6.42
661,Elf-ban Kakyuusei: Anata dake wo Mitsumete...,6.45
6413,Go! Go! Ackman,6.45
7551,Gowapper 5 Gordam,6.45
13639,Hi no Youjin,6.45
910,Himawari!,6.45
12689,Kiss Dum R: Meguriahi,6.45
10028,Magic Knight Rayearth Omake,6.45
3660,Mahou no Idol Pastel Yumi,6.45
2133,Mari Iyagi,6.45
362,Memories Off 2nd,6.45
363,Memories Off 3.5,6.45
470,Okusama wa Joshikousei (TV),6.45
10180,Otome Youkai Zakuro Picture Drama,6.45
28853,Pokemon: Pikachu to Pokemon Ongakutai,6.45
2466,Scramble Wars: Tsuppashire! Genom Trophy Rally,6.45
31914,Shoujo-tachi wa Kouya wo Mezasu,6.45
4941,Tezuka Osamu ga Kieta?! 20 Seiki Saigo no Kaijiken,6.45
11773,To Heart 2: Dungeon Travelers,6.45
17068,Transfer,6.45
28085,Wonder (Movie),6.45
3234,009-1: R&amp;B,6.44
6462,Amefuri Kozou,6.44
13863,Arve Rezzle: Kikaijikake no Yousei-tachi,6.44
1701,Boku no Marie,6.44
159,Boukyaku no Senritsu,6.44
458,Buttobi!! CPU,6.44
33689,Dive to Blue,6.44
14875,Eureka Seven AO: Jungfrau no Hanabana-tachi,6.44
10666,Fireball Special,6.44
1865,Getsumen To Heiki Mina,6.44
133,Green Green,6.44
647,Harukanaru Toki no Naka de: Ajisai Yumegatari,6.44
1057,Ippatsu Kiki Musume,6.44
15847,Iron Man: Rise of Technovore,6.44
24873,Juuou Mujin no Fafnir,6.44
5132,Let&#039;s Nupu Nupu,6.44
952,Magical Nyan Nyan Taruto,6.44
1880,Midnight Eye: Gokuu II,6.44
7171,Oni,6.44
28385,Seto no Hanayome Picture Drama,6.44
2100,Silent Mobius 2,6.44
33205,StarFox Zero: The Battle Begins,6.44
8079,Tamala 2010: A Punk Cat in Space OVA,6.44
6331,Ten Little Gall Force,6.44
4853,Tezuka Osamu no Don Dracula,6.44
32881,Tiger Mask W,6.44
4578,Time Bokan Oudou Fukko,6.44
26443,Triage X,6.44
6731,Ultraman Kids no Kotowaza Monogatari,6.44
2018,Warau Hyouteki,6.44
6861,Water Brain,6.44
6693,Yatterman the Movie: Shin Yattermecha Osu Gou! Omocha no Kuni de Dai Ketsudan da Koron,6.44
31319,12-sai. 2nd Season,6.43
12967,Arcana Famiglia,6.43
4025,Asobou! Hello Kitty,6.43
4563,Bakkyuu HIT! Crash Bedaman,6.43
2822,Bamboo Bears,6.43
18881,Code Geass: Hangyaku no Lelouch - Kiseki no Birthday Picture Drama Flash Special,6.43
295,Divergence Eve 2: Misaki Chronicles,6.43
29722,"Eikoku Ikka, Nihon wo Taberu",6.43
8146,Gegege no Kitarou: Daikaijuu,6.43
2697,Hi-Speed Jecy,6.43
4737,Himitsukessha Taka no Tsume,6.43
258,Hitsuji no Uta,6.43
10905,Ikoku Meiro no Crois®¶e Picture Drama,6.43
5013,Juugo Shounen Hyouryuuki,6.43
3858,Konchuu Monogatari Minashigo Hutch,6.43
31804,Kuma Miko,6.43
8302,Ladies versus Butlers! Specials,6.43
2307,Lime-iro Senkitan: Nankoku Yume Roman,6.43
7598,Loups=Garous,6.43
3571,Mach GoGoGo (1997),6.43
3881,Majokko Tickle,6.43
2571,Mitsubachi Maya no Bouken,6.43
614,Okusama wa Mahou Shoujo,6.43
34252,STAR BEAT!: Hoshi no Kodou,6.39
13563,The Four Seasons,6.42
13969,Thermae Romae x Yoyogi Animation Gakuin Collaboration,6.43
31750,TV-ban Pokemon Special Masara Town-hen Soushuuhen,6.43
11445,UFO Princess Valkyrie: Recap,6.44
3361,UFO Senshi Dai Apolon,6.43
9526,Wolf Guy,6.43
2024,Yoshimune,6.43
33056,Buddy Go!,6.42
9591,Code Geass: Hangyaku no Lelouch R2: Flash Specials,6.42
8548,Dr. Slump Movie 08: Arale-chan Hoyoyo!! Tasuketa Same ni Tsurerarete...,6.42
33499,Ganbare! Kickers Specials,6.43
1868,Gin&#039;iro no Olynsis: Tokito,6.42
9389,Ginga Hyouryuu Vifam: Kieta 12-nin,6.42
33024,Ginga Kikoutai Majestic Prince: Mirai e no Tsubasa,6.42
4385,Great Mazinger tai Getter Robo,6.42
4386,Great Mazinger tai Getter Robo G: Kuuchuu Dai-Gekitotsu,6.42
5168,Hairy Tale,6.42
3838,Himitsu no Akko-chan 2,6.42
7017,K-On!: Ura-On!,6.42
3278,Kinnikuman: New York Kiki Ippatsu!,6.42
2260,Kirameki°ÓProject,6.42
4023,Kitty&#039;s Paradise,6.42
31156,Kuusen Madoushi Kouhosei no Kyoukan OVA,6.42
9691,Kyomu Senshi Miroku,6.42
9792,Licca-chan Fushigi na Fushigi na Yunia Monogatari,6.42
4049,Mafukiden: Pandarian,6.42
349,Magical Canan,6.42
31845,Masou Gakuen HxH,6.42
19257,Meganebu!,6.42
8960,MonHun Nikki Girigiri Airou Mura: Airou Kiki Ippatsu,6.42
5006,Nagagutsu Sanjuushi,6.42
9106,Nogsaegjeoncha Haemosu,6.42
9015,O-bake no... Holly,6.42
25257,Persona 4 the Animation: Mr. Experiment Shorts,6.42
3819,Sasurai no Taiyou,6.42
31540,Sekkou Boys,6.42
31867,Shoujo-tachi wa Kouya wo Mezasu OVA,6.42
21119,Sister Princess: Re Pure Character&#039;s,6.42
33668,Soushin Shoujo Matoi,6.42
3507,Survival,6.42
18637,Tetsuwan Atom: Ivan no Wakusei - Robot to Ningen no Yuujou,6.42
8449,Togainu no Chi,6.42
8961,Tono to Issho: Ippunkan Gekijou,6.42
6127,Toradora!: SOS!,6.42
6234,True Tears Specials,6.42
10405,Xi Avant,6.41
12683,Yumeyume,6.42
5396,Yuusha Shirei Dagwon: Suishou no Hitomi no Shounen,6.42
17681,Zettai Bouei Leviathan,6.42
3914,1001 Nights,6.41
14077,Blood-C: None-None Gekijou,6.41
14237,Busou Shinki,6.41
33314,Digimon Universe: Appli Monsters,6.41
23985,Futari Ecchi (2014),6.41
3015,Ginga Eiyuu Densetsu Gaiden: Ougon no Tsubasa,6.41
1679,Green Green Specials,6.41
3022,Haai Step Jun,6.41
4513,Hakujaden,6.41
30145,Harukanaru Toki no Naka de: Hachiyou Shou Recap,6.41
4928,Idol Tenshi Youkoso Yoko,6.41
2422,Kenritsu Chikyuu Boueigun,6.41
3315,Kikou Keisatsu Metal Jack,6.41
32202,Kimi ni Maji Kyun!,6.42
3276,Kinnikuman: Gyakushuu! Uchuu Kakure Choujin,6.41
2162,Koutetsu Sangokushi,6.41
555,Koutetsu Tenshi Kurumi 2,6.41
1280,Mamono Hunter Youko,6.41
32041,Mori no Densetsu: Dai Ni Gakushou,6.41
8896,Natsufuku no Shoujo-tachi,6.41
28963,Nekota no Koto ga Kininatte Shikatanai.,6.41
18639,Rinne no Lagrange Season 2 Specials,6.41
33192,Robot Town Sagami 2028,6.41
6979,Shukufuku no Campanella,6.41
1713,Submarine Super 99,6.41
2027,Wind: A Breath of Heart Specials,6.41
8985,Yojouhan Shinwa Taikei Specials,6.41
21861,Airy Me,6.4
5112,Akikan!,6.4
6287,Akikan!: Kan Ippatsu!? Onsen Panic,6.4
10526,Duel Masters Zero,6.4
5375,Gakkyuu Ou Yamazaki,6.4
3671,"Genesis Climber Mospeada: Love, Live, Alive",6.4
2474,Ginga Ojousama Densetsu Yuna: Shin&#039;en no Fairy,6.4
16740,Hanamaru Youchien Special Preview,6.4
22443,Hello Kitty no Alps no Shoujo Heidi,6.4
28911,Hidamari Sketch Recap,6.4
28883,Hidan no Aria AA,6.4
360,Himiko-den,6.4
3839,Himitsu no Akko-chan 3,6.4
7729,Hokkyoku no Muushika Miishika,6.4
21077,Kakumeiki Valvrave Recaps,6.39
2075,Kiko-chan Smile,6.4
2526,Kirara,6.4
19575,Kobayashi ga Kawai sugite Tsurai!!,6.4
6227,Lovedol: Lovely Idol OVA,6.4
1503,Mahou Shoujo Pretty Sammy Specials,6.4
1580,Mouryou Senki Madara,6.4
749,Nanami-chan,6.4
13681,Nekogami Yaoyorozu Specials,6.4
19731,Osamu to Musashi,6.4
3768,Play Ball,6.4
980,Rikujou Bouei-tai Mao-chan,6.4
11049,Shin Maple Town Monogatari: Palm Town-hen - Konnichiwa! Atarashii Machi,6.4
1500,Teizokurei Daydream,6.4
10594,Tokimeki Tonight Recaps,6.4
33247,Tsubasa to Hotaru (2016),6.4
9566,Umi kara no Shisha,6.4
30751,Usavich Zero,6.4
4420,Vampiyan Kids: Pilot,6.4
4591,Yoiko,6.4
1583,009-1,6.39
26189,Ai Tenshi Densetsu Wedding Peach Specials,6.39
15085,Amnesia,6.39
7779,Andersen Monogatari (TV),6.39
7752,Bao Lian Deng,6.39
34173,Buddy Go! 2,6.39
14277,Chitose Get You!!,6.39
22733,Dragon Collection,6.39
6062,Duel Masters Movie 2: Lunatic God Saga,6.39
32785,Future Card Buddyfight DDD,6.39
8157,Gegege no Kitarou: Youkai Tokkyuu! Maboroshi no Kisha,6.39
3906,H. P. Lovecraft&#039;s The Dunwich Horror and Other Stories,6.39
2281,Jikuu Tantei Genshi-kun,6.39
9748,Kaze wo Nuke!,6.39
7505,Knyacki!,6.38
1591,Kujibiki?Unbalance,6.39
10755,Lupin tai Holmes,6.39
3475,Muramasa,6.39
15881,Oniichan dakedo Ai Sae Areba Kankeinai yo ne! Specials,6.39
31927,Phantom of the Kill: Zero kara no Hangyaku,6.39
25365,Pokemon XY: Koukoku no Princess Diancie,6.4
8840,Senkou no Night Raid: Yogen,6.39
23433,Shin Strange+,6.39
25883,Taisei Kensetsu: Vietnam Noi Bai Kuukou,6.39
2679,Teki wa Kaizoku: Neko-tachi no Kyouen,6.39
4533,Uchuu Kazoku Carlvinson,6.39
9100,Umi Monogatari: Marin no Kore Naani?,6.39
8249,Votoms Finder,6.39
12123,Yurumates 3D,6.39
6094,A Piece of Phantasmagoria,6.38
13859,Accel World: Acchel World.,6.38
17167,Akai Koudan Zillion Specials,6.38
2789,B-Densetsu! Battle Bedaman,6.38
2156,Bakugan Battle Brawlers,6.38
301,Cinderella Boy,6.38
13807,Corpse Party: Missing Footage,6.38
29165,Daitoshokan no Hitsujikai Picture Drama,6.38
32264,Dear Brave,6.38
1337,Dororon Enma-kun,6.38
1344,Eightman After,6.38
24675,Future Card Buddyfight Recap,6.38
16912,gdgd Fairies 2 Episode 0,6.38
6271,Gendai Kibunroku Kaii Monogatari,6.38
581,Honoo no Labyrinth,6.38
2523,Izumo: Takeki Tsurugi no Senki,6.38
10132,Jin Sheng Yuan,6.38
7170,Kataku,6.38
23341,Mahouka Koukou no Rettousei: Yoku Wakaru Mahouka!,6.38
15717,Nagareboshi Lens Specials,6.38
19351,Nijiiro°ÓPrism Girl,6.38
9731,Nurarihyon no Mago Recaps,6.38
1547,Obake no Q-tarou,6.38
29511,Ongaku Shoujo,6.38
3004,Saint Beast: Ikusen no Hiru to Yoru-hen,6.38
1508,Sci-fi Harry,6.38
5693,"Shinran-sama: Negai, Soshite Hikari",6.38
13175,Shiranpuri (Movie),6.38
6437,Sora wo Kakeru Shoujo Picture Drama,6.38
3724,Taiko no Tatsujin,6.38
8214,Tekkamen wo Oe: &quot;d&#039;Artagnan Monogatari&quot; yori,6.38
3512,Tenshi Nanka ja Nai,6.38
927,Transformers Superlink,6.38
2700,Uchuu Kaizoku Mito no Daibouken: Futari no Joou-sama,6.38
30385,Valkyrie Drive: Mermaid,6.38
30445,"Wake Up, Girls! Deai no Kiroku: A Brief Recording",6.39
21595,Yu°ÓGi°ÓOh! Zexal Second: Iza! Saishuu Kessen e!! Special,6.38
28593,Yuusha ni Narenakatta Ore wa Shibushibu Shuushoku wo Ketsui Shimashita. Specials,6.38
454,.hack//Gift,6.37
791,Arion,6.37
12581,Asa made Jugyou Chu!,6.37
9165,Attack No.1: Namida no Kaiten Receive,6.37
4509,Captain Future: Kareinaru Taiyokei Race,6.37
9935,Chocolat no Mahou,6.37
4014,Choujin Locke: Lord Leon,6.37
2760,Densetsu Kyojin Ideon: Sesshoku-hen,6.37
4443,Duel Masters Charge,6.37
10524,Duel Masters Victory,6.37
4298,Futari no Joe,6.37
8149,Gegege no Kitarou (1968 Movie),6.37
8533,Hana no Kage,6.37
3175,Kaitei Choutokkyuu: Marine Express,6.37
32503,"Kemeko Deluxe!: Izumi-chan, Fukenkou yo! (Kari)",6.37
16149,Kick-Heart,6.37
17791,Kyoto Animation: Ikitaku Naru Omise-hen,6.37
23897,Lovely Movie: Itoshi no Muco,6.37
28179,Miss Monochrome: The Animation - Manager,6.37
32233,MitchiriNeko March,6.37
4614,Moero Arthur: Hakuba no Ouji,6.37
9290,Moyashimon CGI Anime,6.37
7108,Shikabane Hime: Puchitto,6.37
835,Sister Princess: Re Pure,6.37
2714,Sotsugyou: Graduation,6.37
8042,Taishou Yakyuu Musume. Specials,6.37
8011,Time Bokan Series: Gyakuten Ippatsuman,6.37
5344,Time Bokan Series: Itadakiman,6.37
2103,TO-Y,6.37
6276,Umezu Kazuo no Noroi,6.37
11699,Yurumates wa?,6.37
25833,Zephyr,6.37
33964,91 Days Recap,6.35
14007,"Akai Shouzou: Char, Soshite Frontal e",6.36
5098,Andersen Monogatari,6.36
1380,Blue Gender: The Warrior,6.36
2885,Ganbare Goemon,6.36
20187,Genei wo Kakeru Taiyou: Fumikomenai Kokoro,6.36
5652,Glass no Kantai: La Legende du Vent de l&#039;Univers Specials,6.36
13215,Guskou Budori no Denki (2012),6.36
2739,Highschool Aurabuster: Hikari no Mezame,6.36
3834,Hoshi no Ko Chobin,6.36
